coalQty,elecConsump,transportation,deforestedArea,strategy_label
430000.0,10320000.0,435.0,4.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
320000.0,7680000.0,325.0,3.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
330000.0,7920000.0,335.0,3.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
120000.0,2880000.0,125.0,1.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
100000.0,2400000.0,105.0,1.0,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
100000.0,2400000.0,105.0,1.0,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
400000.0,3600000.0,820.0,20.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
0.0,0.0,20.0,0.0,Estimate Carbon Credits
0.0,0.0,20.0,0.0,Estimate Carbon Credits
0.0,0.0,20.0,0.0,Estimate Carbon Credits
180000.0,4320000.0,185.0,1.8,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
440000.0,3960000.0,900.0,22.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
200000.0,3200000.0,334.0,100.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
440000.0,7040000.0,718.0,220.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
103000.0,927000.0,226.0,5.15,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
1590000.0,38160000.0,1595.0,15.9,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
250000.0,6000000.0,255.0,2.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
160000.0,3840000.0,165.0,1.6,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
330000.0,7920000.0,335.0,3.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
350000.0,8400000.0,355.0,3.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
170000.0,4080000.0,175.0,1.7,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
660000.0,15840000.0,665.0,6.6,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
1070000.0,9630000.0,2160.0,53.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
350000.0,8400000.0,355.0,3.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
340000.0,8160000.0,345.0,3.4,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
80000.0,1920000.0,85.0,0.8,"Switch to renewables,Estimate Carbon Credits"
110000.0,2640000.0,115.0,1.1,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
130000.0,3120000.0,135.0,1.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
250000.0,6000000.0,255.0,2.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
0.0,0.0,20.0,0.0,Estimate Carbon Credits
0.0,0.0,20.0,0.0,Estimate Carbon Credits
15000000.0,135000000.0,30020.0,750.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2000000.0,18000000.0,4020.0,100.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
90000.0,810000.0,200.0,4.5,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
420000.0,10080000.0,425.0,4.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
40000.0,960000.0,45.0,0.4,"Switch to renewables,Estimate Carbon Credits"
310000.0,7440000.0,315.0,3.1,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
150000.0,3600000.0,155.0,1.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
170000.0,1530000.0,360.0,8.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
500000.0,12000000.0,505.0,5.0,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
50000.0,1200000.0,55.0,0.5,"Switch to renewables,Estimate Carbon Credits"
130000.0,3120000.0,135.0,1.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
190000.0,4560000.0,195.0,1.9,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
100000.0,2400000.0,105.0,1.0,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
120000.0,2880000.0,125.0,1.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
200000.0,4800000.0,205.0,2.0,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
380000.0,9120000.0,385.0,3.8,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
390000.0,9360000.0,395.0,3.9,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
4900000.0,44100000.0,9820.0,245.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
42330000.0,380970000.0,84680.0,2116.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
45000000.0,405000000.0,90020.0,2250.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
25180000.0,226620000.0,50380.0,1259.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1000000.0,9000000.0,2020.0,50.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1470000.0,13230000.0,2960.0,73.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2700000.0,24300000.0,5420.0,135.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2240000.0,20160000.0,4500.0,112.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1650000.0,14850000.0,3320.0,82.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
760000.0,6840000.0,1540.0,38.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2660000.0,23940000.0,5340.0,133.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
548000.0,4932000.0,1116.0,27.4,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
126000.0,1134000.0,272.0,6.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
407000.0,3663000.0,834.0,20.35,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
190000.0,1710000.0,400.0,9.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
270000.0,6480000.0,275.0,2.7,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
220000.0,5280000.0,225.0,2.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
220000.0,5280000.0,225.0,2.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
560000.0,13440000.0,565.0,5.6,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
330000.0,7920000.0,335.0,3.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
390000.0,9360000.0,395.0,3.9,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
150000.0,3600000.0,155.0,1.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
190000.0,4560000.0,195.0,1.9,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
140000.0,3360000.0,145.0,1.4,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
280000.0,6720000.0,285.0,2.8,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
80000.0,1920000.0,85.0,0.8,"Switch to renewables,Estimate Carbon Credits"
1640000.0,14760000.0,3300.0,82.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1150000.0,10350000.0,2320.0,57.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
240000.0,5760000.0,245.0,2.4,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
650000.0,15600000.0,655.0,6.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
220000.0,5280000.0,225.0,2.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
820000.0,19680000.0,825.0,8.2,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
840000.0,20160000.0,845.0,8.4,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
1310000.0,11790000.0,2640.0,65.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
130000.0,3120000.0,135.0,1.3,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
60000.0,1440000.0,65.0,0.6,"Switch to renewables,Estimate Carbon Credits"
160000.0,3840000.0,165.0,1.6,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
150000.0,3600000.0,155.0,1.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
70000.0,1680000.0,75.0,0.7,"Switch to renewables,Estimate Carbon Credits"
160000.0,3840000.0,165.0,1.6,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
140000.0,1260000.0,300.0,7.0,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
85000.0,2040000.0,90.0,0.85,"Switch to renewables,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
0.0,0.0,5.0,0.0,Estimate Carbon Credits
4781000.0,43029000.0,9582.0,239.05,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
6582000.0,59238000.0,13184.0,329.1,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
5234000.0,47106000.0,10488.0,261.7,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
3453000.0,31077000.0,6926.0,172.65,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
28000000.0,252000000.0,56020.0,1400.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
10932000.0,98388000.0,21884.0,546.6,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
14007000.0,126063000.0,28034.0,700.35,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
7533000.0,67797000.0,15086.0,376.65,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2840000.0,25560000.0,5700.0,142.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
4611000.0,41499000.0,9242.0,230.55,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
7510000.0,67590000.0,15040.0,375.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
21000000.0,189000000.0,42020.0,1050.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
314000.0,7536000.0,319.0,3.14,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
41000.0,984000.0,46.0,0.41,"Switch to renewables,Estimate Carbon Credits"
395000.0,9480000.0,400.0,3.95,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
1540000.0,13860000.0,3100.0,77.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
13627000.0,122643000.0,27274.0,681.35,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
7592000.0,68328000.0,15204.0,379.6,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1820000.0,16380000.0,3660.0,91.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
10.0,90.0,20.02,0.0005,Estimate Carbon Credits
10.0,90.0,20.02,0.0005,Estimate Carbon Credits
270000.0,2430000.0,560.0,13.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,5.0,0.0,Estimate Carbon Credits
450000.0,4050000.0,920.0,22.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
70000.0,630000.0,160.0,3.5,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
7980000.0,71820000.0,15980.0,399.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2970000.0,26730000.0,5960.0,148.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
12510000.0,112590000.0,25040.0,625.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1270000.0,11430000.0,2560.0,63.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
280000.0,2520000.0,580.0,14.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
3060000.0,27540000.0,6140.0,153.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
920000.0,8280000.0,1860.0,46.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
710000.0,6390000.0,1440.0,35.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2850000.0,25650000.0,5720.0,142.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1360000.0,12240000.0,2740.0,68.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
550000.0,4950000.0,1120.0,27.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
60000.0,540000.0,140.0,3.0,"Switch to renewables,Adopt electric vehicles,Estimate Carbon Credits"
4500000.0,40500000.0,9020.0,225.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
910000.0,8190000.0,1840.0,45.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
190000.0,1710000.0,400.0,9.5,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
290000.0,2610000.0,600.0,14.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
290000.0,2610000.0,600.0,14.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
670000.0,6030000.0,1360.0,33.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1350000.0,12150000.0,2720.0,67.5,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1673000.0,15057000.0,3366.0,83.65,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
3995176.0,35956584.0,8010.352,199.7588,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
4828857.0,43459713.0,9677.714,241.44285,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
3813674.0,34323066.0,7647.348,190.6837,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
192418.0,1731762.0,404.836,9.6209,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
3500000.0,31500000.0,7020.0,175.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
3376755.0,30390795.0,6773.51,168.83775,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
5021738.0,45195642.0,10063.476,251.0869,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2980751.0,26826759.0,5981.502,149.03755,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1800000.0,16200000.0,3620.0,90.0,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
210019.0,5040456.0,215.019,2.10019,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
416341.0,9992184.0,421.341,4.16341,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
972.0,23328.0,5.9720000000000000,0.00972,Estimate Carbon Credits
19911.0,477864.0,24.911,0.19911,Estimate Carbon Credits
338534.0,3046806.0,697.068,16.9267,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
335209.0,3016881.0,690.418,16.76045,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
191889.0,1727001.0,403.778,9.59445,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
1269485.0,11425365.0,2558.9700000000000,63.47425,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
278343.0,2505087.0,576.686,13.91715,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
2602655.0,23423895.0,5225.31,130.13275,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
406065.0,3654585.0,832.13,20.30325,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
18178.0,163602.0,56.356,0.9089,Estimate Carbon Credits
1969656.0,17726904.0,3959.312,98.4828,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
1750009.0,15750081.0,3520.018,87.50045,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2969306.0,26723754.0,5958.612,148.4653,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
42699.0,1024776.0,47.699,0.42699,"Switch to renewables,Estimate Carbon Credits"
320156.0,7683744.0,325.156,3.20156,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
342369.0,8216856.0,347.369,3.42369,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
401343.0,9632232.0,406.343,4.01343,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
130816.00000000000,3139584.0000000000,135.81600000000000,1.3081600000000000,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
400378.0,9609072.0,405.378,4.00378,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
161502.0,3876048.0,166.502,1.61502,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
283302.0,6799248.0,288.302,2.83302,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
225118.0,5402832.0,230.118,2.25118,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
2060188.0000000000,49444512.00000000,2065.188,20.601880000000000,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
91051.0,2185224.0,96.051,0.91051,"Switch to renewables,Estimate Carbon Credits"
130566.00000000000,3133584.0000000000,135.56600000000000,1.3056600000000000,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
144250.0,3462000.0,149.25,1.4425,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
172991.0,4151784.0,177.991,1.72991,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
115257.0,2766168.0,120.257,1.15257,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
0.0,0.0,20.0,0.0,Estimate Carbon Credits
1084318.0,9758862.0,2188.636,54.2159,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
165635.0,1490715.0,351.27,8.28175,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
4234619.0,38111571.0,8489.238,211.73095,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2562118.0,23059062.0,5144.236,128.1059,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
2368628.0,21317652.0,4757.256,118.4314,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
4634942.0,41714478.0,9289.884,231.7471,"Switch to renewables,Adopt electric vehicles,Afforestation,Implement methane capture,Estimate Carbon Credits"
147630.0,3543120.0,152.63,1.4763,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
198926.0,4774224.0,203.92600000000000,1.98926,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
214798.0,5155152.0,219.798,2.14798,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
283656.0,6807744.0,288.656,2.83656,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
18202.0,436848.0,23.202,0.18202,Estimate Carbon Credits
804029.0,19296696.0,809.029,8.04029,"Switch to renewables,Adopt electric vehicles,Implement methane capture,Estimate Carbon Credits"
19551.0,469224.0,24.551000000000000,0.19551,Estimate Carbon Credits
